product_id,order_id,quantity,expiration_date,unit_price
18,53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,37,2025-09-20,96.33
17,53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,96,2025-04-12,6.13
11,53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,6,2025-10-22,64.31
15,53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,98,2025-02-20,9.54
5,53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,23,2025-09-10,16.08
15,76819cd7-29f5-4432-9353-4db841bd3b4a,63,2025-08-01,68.66
9,76819cd7-29f5-4432-9353-4db841bd3b4a,54,2025-05-18,94.55
12,76819cd7-29f5-4432-9353-4db841bd3b4a,92,2025-01-07,82.92
3,76819cd7-29f5-4432-9353-4db841bd3b4a,51,2025-04-22,56.39
15,76819cd7-29f5-4432-9353-4db841bd3b4a,30,2024-10-26,61.21
18,7d643604-9f8a-45a0-935f-1a2f4bd49a7d,61,2025-12-17,61.23
28,7d643604-9f8a-45a0-935f-1a2f4bd49a7d,66,2025-10-13,55.84
16,7d643604-9f8a-45a0-935f-1a2f4bd49a7d,35,2025-04-25,20.48
14,7d643604-9f8a-45a0-935f-1a2f4bd49a7d,27,2025-04-04,60.53
29,7d643604-9f8a-45a0-935f-1a2f4bd49a7d,22,2025-04-17,79.41
30,97fcf51d-e661-4847-9e8b-c56c18d1e28d,68,2025-08-01,82.98
16,97fcf51d-e661-4847-9e8b-c56c18d1e28d,34,2025-08-04,61.25
14,97fcf51d-e661-4847-9e8b-c56c18d1e28d,16,2025-01-08,56.05
16,97fcf51d-e661-4847-9e8b-c56c18d1e28d,75,2025-11-08,22.54
3,97fcf51d-e661-4847-9e8b-c56c18d1e28d,52,2025-08-04,65.58
25,f5050e82-9242-4e06-8e66-182429448018,28,2025-12-21,24.68
4,f5050e82-9242-4e06-8e66-182429448018,28,2025-09-14,44.45
8,f5050e82-9242-4e06-8e66-182429448018,30,2025-05-06,55.19
16,f5050e82-9242-4e06-8e66-182429448018,9,2025-09-03,41.15
17,f5050e82-9242-4e06-8e66-182429448018,51,2025-09-01,24.48
29,02296da9-4abf-4be5-af59-0e44e5a4ad82,89,2024-07-05,27.07
31,02296da9-4abf-4be5-af59-0e44e5a4ad82,5,2025-02-01,32.64
16,02296da9-4abf-4be5-af59-0e44e5a4ad82,31,2024-11-12,96.98
3,02296da9-4abf-4be5-af59-0e44e5a4ad82,31,2024-08-25,12.47
30,02296da9-4abf-4be5-af59-0e44e5a4ad82,46,2024-10-22,99.42
9,c784b6b6-a242-467b-98ca-3b87aede7441,89,2025-05-23,36.74
11,c784b6b6-a242-467b-98ca-3b87aede7441,37,2025-07-07,10.64
22,c784b6b6-a242-467b-98ca-3b87aede7441,20,2025-01-10,35.31
11,c784b6b6-a242-467b-98ca-3b87aede7441,99,2025-05-28,28.15
22,c784b6b6-a242-467b-98ca-3b87aede7441,44,2025-06-27,1.54
13,1bf8278a-7398-42b8-9dbf-d41580a9c250,51,2025-08-23,11.98
12,1bf8278a-7398-42b8-9dbf-d41580a9c250,30,2025-08-08,28.47
2,1bf8278a-7398-42b8-9dbf-d41580a9c250,33,2025-02-21,31.78
20,1bf8278a-7398-42b8-9dbf-d41580a9c250,5,2025-06-20,8.82
1,1bf8278a-7398-42b8-9dbf-d41580a9c250,54,2024-11-09,77.35
31,dd76b9cd-6928-4ded-b590-dd929fedb155,10,2025-08-10,59.1
21,dd76b9cd-6928-4ded-b590-dd929fedb155,95,2025-01-23,37.66
25,dd76b9cd-6928-4ded-b590-dd929fedb155,73,2025-04-15,21.37
26,dd76b9cd-6928-4ded-b590-dd929fedb155,52,2025-09-08,46.3
15,dd76b9cd-6928-4ded-b590-dd929fedb155,48,2025-08-17,72.23
21,e51dd881-85af-4224-8b41-82b828a9a729,45,2025-05-26,6.88
2,e51dd881-85af-4224-8b41-82b828a9a729,72,2025-02-24,69.69
5,e51dd881-85af-4224-8b41-82b828a9a729,22,2025-01-18,67.86
24,e51dd881-85af-4224-8b41-82b828a9a729,9,2024-11-12,50.75
32,e51dd881-85af-4224-8b41-82b828a9a729,66,2024-06-29,21.56
23,42a4de1f-e58a-439d-93cb-caddbae19482,63,2025-04-06,13.38
13,42a4de1f-e58a-439d-93cb-caddbae19482,18,2025-05-25,22.98
11,42a4de1f-e58a-439d-93cb-caddbae19482,27,2025-01-05,45.81
33,42a4de1f-e58a-439d-93cb-caddbae19482,57,2025-10-01,93.73
10,42a4de1f-e58a-439d-93cb-caddbae19482,60,2025-05-26,10.36
19,798bdca3-37e7-46f3-8c44-97142715c478,93,2024-08-10,34.89
11,798bdca3-37e7-46f3-8c44-97142715c478,38,2025-04-01,94.56
12,798bdca3-37e7-46f3-8c44-97142715c478,99,2025-03-27,2.6
11,798bdca3-37e7-46f3-8c44-97142715c478,80,2025-05-12,87.11
25,798bdca3-37e7-46f3-8c44-97142715c478,36,2025-02-22,46.98
14,f45be451-38c3-48a2-aa26-907a3c4a266b,96,2024-08-29,91.11
33,f45be451-38c3-48a2-aa26-907a3c4a266b,74,2024-11-03,30.41
24,f45be451-38c3-48a2-aa26-907a3c4a266b,33,2024-12-23,2.46
8,f45be451-38c3-48a2-aa26-907a3c4a266b,13,2025-01-08,50.44
33,f45be451-38c3-48a2-aa26-907a3c4a266b,15,2025-03-08,13.69
10,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,86,2025-10-17,24.12
26,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,66,2025-08-05,80.63
16,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,86,2025-10-26,57.69
13,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,9,2025-12-09,74.1
26,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,39,2025-11-03,36.82
3,92c90d4e-a614-4d20-a356-0dd01653d440,42,2025-10-03,63.32
10,92c90d4e-a614-4d20-a356-0dd01653d440,81,2025-08-11,70.17
6,92c90d4e-a614-4d20-a356-0dd01653d440,55,2025-12-21,7.06
29,92c90d4e-a614-4d20-a356-0dd01653d440,30,2025-08-25,56.8
13,92c90d4e-a614-4d20-a356-0dd01653d440,22,2025-12-31,95.68
15,2f94d132-8b5e-48cf-9594-dcab81892367,73,2024-11-05,41.46
29,2f94d132-8b5e-48cf-9594-dcab81892367,88,2025-07-14,79.03
3,2f94d132-8b5e-48cf-9594-dcab81892367,9,2024-11-10,51.38
13,2f94d132-8b5e-48cf-9594-dcab81892367,2,2025-04-30,17.5
7,2f94d132-8b5e-48cf-9594-dcab81892367,13,2025-01-11,60.71
14,5456d1a6-6018-4295-adee-547da69bbe53,80,2024-12-27,93.64
21,5456d1a6-6018-4295-adee-547da69bbe53,46,2025-02-16,39.47
6,5456d1a6-6018-4295-adee-547da69bbe53,25,2025-06-23,87.37
5,5456d1a6-6018-4295-adee-547da69bbe53,84,2025-08-24,74.26
9,5456d1a6-6018-4295-adee-547da69bbe53,79,2025-05-20,95.33
1,2fb6d849-864a-413b-b225-4738ef1daf35,7,2024-12-01,16.01
2,2fb6d849-864a-413b-b225-4738ef1daf35,100,2024-11-09,36.21
32,2fb6d849-864a-413b-b225-4738ef1daf35,95,2025-03-24,94.62
33,2fb6d849-864a-413b-b225-4738ef1daf35,99,2025-10-03,94.48
21,2fb6d849-864a-413b-b225-4738ef1daf35,24,2025-04-12,31.51
14,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,96,2025-04-07,64.0
32,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,74,2025-05-02,29.63
24,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,21,2025-04-18,15.31
17,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,95,2025-02-13,51.38
15,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,85,2024-12-24,63.87
20,0bd1f431-bbdf-4520-9be6-55ff3680922c,33,2025-03-12,83.95
12,0bd1f431-bbdf-4520-9be6-55ff3680922c,25,2024-12-30,53.23
19,0bd1f431-bbdf-4520-9be6-55ff3680922c,53,2025-07-05,48.56
14,0bd1f431-bbdf-4520-9be6-55ff3680922c,3,2025-06-22,55.08
29,0bd1f431-bbdf-4520-9be6-55ff3680922c,84,2025-05-21,63.79
1,d05e5f7c-4416-4199-a36d-ff26e21a940d,56,2025-02-04,26.06
9,d05e5f7c-4416-4199-a36d-ff26e21a940d,75,2025-03-29,20.72
23,d05e5f7c-4416-4199-a36d-ff26e21a940d,39,2025-05-18,42.9
12,d05e5f7c-4416-4199-a36d-ff26e21a940d,58,2025-04-25,99.43
19,d05e5f7c-4416-4199-a36d-ff26e21a940d,42,2025-05-14,66.28
16,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,33,2025-03-17,31.63
31,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,51,2025-06-16,13.29
30,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,10,2025-06-07,37.56
7,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,46,2025-01-24,58.15
7,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,72,2025-04-30,2.45
21,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,83,2025-01-16,96.29
17,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,33,2025-01-19,80.32
33,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,34,2024-10-02,90.3
7,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,43,2024-12-17,42.01
23,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,5,2024-08-09,94.66
17,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,9,2025-08-04,57.19
2,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,73,2024-09-20,8.38
23,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,81,2025-04-16,4.86
7,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,29,2024-09-16,70.38
12,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,94,2024-10-19,8.26
27,46e4ce12-38e0-4f02-b015-873942708613,55,2025-06-28,9.99
9,46e4ce12-38e0-4f02-b015-873942708613,84,2025-09-21,6.48
24,46e4ce12-38e0-4f02-b015-873942708613,50,2025-05-22,76.35
7,46e4ce12-38e0-4f02-b015-873942708613,32,2025-09-27,92.41
28,46e4ce12-38e0-4f02-b015-873942708613,10,2025-07-02,63.62
25,604fed1e-bd10-4375-b03c-230e88a656ff,13,2025-05-12,86.44
19,604fed1e-bd10-4375-b03c-230e88a656ff,14,2025-12-27,15.77
33,604fed1e-bd10-4375-b03c-230e88a656ff,6,2025-12-12,38.46
16,604fed1e-bd10-4375-b03c-230e88a656ff,83,2026-01-26,9.39
10,604fed1e-bd10-4375-b03c-230e88a656ff,18,2025-06-10,29.91
25,fd2393f2-22bf-481d-94ab-bcbbf15477a9,56,2025-01-28,33.98
20,fd2393f2-22bf-481d-94ab-bcbbf15477a9,66,2025-06-05,28.09
25,fd2393f2-22bf-481d-94ab-bcbbf15477a9,78,2025-07-01,81.95
20,fd2393f2-22bf-481d-94ab-bcbbf15477a9,6,2025-02-14,22.17
9,fd2393f2-22bf-481d-94ab-bcbbf15477a9,1,2025-07-20,61.93
3,63981b19-c4d4-465f-b59f-8abd146ae034,55,2024-11-28,59.76
12,63981b19-c4d4-465f-b59f-8abd146ae034,12,2025-01-26,75.54
2,63981b19-c4d4-465f-b59f-8abd146ae034,49,2025-02-12,62.92
22,63981b19-c4d4-465f-b59f-8abd146ae034,17,2025-02-02,31.92
13,63981b19-c4d4-465f-b59f-8abd146ae034,24,2025-06-17,68.28
12,0dc3449a-b648-4692-8e21-926d7113fce3,100,2025-07-02,18.64
28,0dc3449a-b648-4692-8e21-926d7113fce3,65,2025-06-30,68.04
28,0dc3449a-b648-4692-8e21-926d7113fce3,39,2025-05-31,84.2
33,0dc3449a-b648-4692-8e21-926d7113fce3,70,2024-12-08,69.84
20,0dc3449a-b648-4692-8e21-926d7113fce3,47,2025-03-04,96.07
29,079d7067-deb3-4714-88d5-5280e1250744,29,2025-07-22,5.46
7,079d7067-deb3-4714-88d5-5280e1250744,72,2024-11-27,31.44
31,079d7067-deb3-4714-88d5-5280e1250744,67,2025-09-23,2.46
27,079d7067-deb3-4714-88d5-5280e1250744,47,2024-12-01,57.39
15,079d7067-deb3-4714-88d5-5280e1250744,98,2025-10-01,31.58
29,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,90,2025-03-19,68.92
22,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,48,2024-11-26,37.56
20,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,25,2025-06-16,70.5
6,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,43,2024-08-24,11.18
6,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,58,2025-06-11,2.02
3,ee558070-73e8-4389-a309-34b57a6d60a7,52,2025-03-12,89.84
13,ee558070-73e8-4389-a309-34b57a6d60a7,100,2025-06-17,3.68
4,ee558070-73e8-4389-a309-34b57a6d60a7,10,2024-11-23,76.08
30,ee558070-73e8-4389-a309-34b57a6d60a7,48,2024-12-03,74.46
23,ee558070-73e8-4389-a309-34b57a6d60a7,42,2024-12-05,76.5
7,44091a62-6ad5-423e-ad65-1ed228954b12,44,2025-04-27,64.9
16,44091a62-6ad5-423e-ad65-1ed228954b12,80,2024-11-21,47.6
13,44091a62-6ad5-423e-ad65-1ed228954b12,1,2024-10-30,78.43
33,44091a62-6ad5-423e-ad65-1ed228954b12,49,2025-03-01,51.38
8,44091a62-6ad5-423e-ad65-1ed228954b12,33,2024-09-28,15.98
32,c6840aac-eea3-4bbe-89e3-58b9d99312a6,98,2024-06-25,74.83
11,c6840aac-eea3-4bbe-89e3-58b9d99312a6,31,2024-07-31,66.16
11,c6840aac-eea3-4bbe-89e3-58b9d99312a6,14,2025-03-17,75.36
28,c6840aac-eea3-4bbe-89e3-58b9d99312a6,73,2024-11-28,40.16
5,c6840aac-eea3-4bbe-89e3-58b9d99312a6,65,2024-07-23,21.73
17,b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,99,2025-03-04,43.18
32,b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,36,2025-09-20,68.99
28,b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,50,2025-05-05,97.61
18,b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,80,2025-10-31,66.11
33,b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,49,2025-04-05,35.1
29,73f89943-1f1d-4b33-a05e-d0a8b77aad51,91,2025-07-05,2.58
2,73f89943-1f1d-4b33-a05e-d0a8b77aad51,90,2025-08-17,14.49
24,73f89943-1f1d-4b33-a05e-d0a8b77aad51,40,2026-01-05,39.48
23,73f89943-1f1d-4b33-a05e-d0a8b77aad51,47,2025-07-02,51.38
32,73f89943-1f1d-4b33-a05e-d0a8b77aad51,93,2025-05-22,51.14
6,64c176ba-c0bd-4470-8f02-990a8279e580,67,2024-11-27,98.92
29,64c176ba-c0bd-4470-8f02-990a8279e580,23,2025-10-05,62.25
24,64c176ba-c0bd-4470-8f02-990a8279e580,97,2025-09-29,66.92
30,64c176ba-c0bd-4470-8f02-990a8279e580,4,2024-11-10,66.77
21,64c176ba-c0bd-4470-8f02-990a8279e580,100,2025-08-01,82.43
18,c3cca992-7761-42f4-93dc-41e1eef10759,20,2025-08-25,97.42
15,c3cca992-7761-42f4-93dc-41e1eef10759,6,2025-07-04,84.57
13,c3cca992-7761-42f4-93dc-41e1eef10759,95,2025-01-19,19.19
32,c3cca992-7761-42f4-93dc-41e1eef10759,73,2025-03-31,16.45
31,c3cca992-7761-42f4-93dc-41e1eef10759,42,2025-07-15,34.31
29,5d1a3749-0923-4193-a715-e484065b10f5,31,2025-04-21,10.52
25,5d1a3749-0923-4193-a715-e484065b10f5,49,2026-01-26,55.66
23,5d1a3749-0923-4193-a715-e484065b10f5,2,2025-11-21,87.16
21,5d1a3749-0923-4193-a715-e484065b10f5,47,2025-07-22,89.29
4,5d1a3749-0923-4193-a715-e484065b10f5,53,2025-12-03,68.9
27,c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,46,2025-02-08,16.71
5,c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,35,2024-09-03,53.74
21,c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,40,2024-09-09,7.37
26,c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,98,2025-04-10,17.7
28,c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,55,2024-08-26,95.47
11,534ed7b3-85cf-446c-9c91-61bff63b1678,16,2025-02-20,37.62
29,534ed7b3-85cf-446c-9c91-61bff63b1678,80,2025-08-05,80.62
3,534ed7b3-85cf-446c-9c91-61bff63b1678,37,2025-07-29,47.41
30,534ed7b3-85cf-446c-9c91-61bff63b1678,42,2025-06-14,90.61
28,534ed7b3-85cf-446c-9c91-61bff63b1678,83,2025-02-22,30.54
7,71641c31-522b-49c2-8772-e3885c52d1a5,21,2025-12-06,3.99
32,71641c31-522b-49c2-8772-e3885c52d1a5,94,2025-03-29,72.36
6,71641c31-522b-49c2-8772-e3885c52d1a5,22,2025-04-16,39.48
27,71641c31-522b-49c2-8772-e3885c52d1a5,78,2026-02-13,87.64
30,71641c31-522b-49c2-8772-e3885c52d1a5,92,2026-02-16,91.62
11,9cea7159-4604-4848-bb0c-4f11fa8a14be,89,2025-02-11,35.93
17,9cea7159-4604-4848-bb0c-4f11fa8a14be,74,2025-10-07,93.77
22,9cea7159-4604-4848-bb0c-4f11fa8a14be,33,2025-06-19,21.77
17,9cea7159-4604-4848-bb0c-4f11fa8a14be,95,2025-05-05,84.13
21,9cea7159-4604-4848-bb0c-4f11fa8a14be,61,2025-06-06,34.73
26,7f58cf98-a240-4298-a98f-930b740e9fdc,36,2025-03-16,68.13
19,7f58cf98-a240-4298-a98f-930b740e9fdc,80,2024-12-08,55.85
2,7f58cf98-a240-4298-a98f-930b740e9fdc,24,2024-08-19,40.59
24,7f58cf98-a240-4298-a98f-930b740e9fdc,17,2025-04-01,70.14
20,7f58cf98-a240-4298-a98f-930b740e9fdc,4,2025-07-12,86.66
25,0eef8142-fadf-49cd-8a0d-d75bc474e863,24,2025-08-12,22.92
27,0eef8142-fadf-49cd-8a0d-d75bc474e863,87,2025-12-17,81.6
3,0eef8142-fadf-49cd-8a0d-d75bc474e863,48,2025-06-07,99.43
20,0eef8142-fadf-49cd-8a0d-d75bc474e863,4,2026-01-10,91.98
25,0eef8142-fadf-49cd-8a0d-d75bc474e863,56,2025-09-22,80.03
24,524c71fe-d9c6-4cf0-a612-3ceae62194b3,81,2024-11-26,87.46
18,524c71fe-d9c6-4cf0-a612-3ceae62194b3,17,2025-03-13,5.0
27,524c71fe-d9c6-4cf0-a612-3ceae62194b3,53,2024-08-10,97.57
15,524c71fe-d9c6-4cf0-a612-3ceae62194b3,15,2025-04-20,93.61
29,524c71fe-d9c6-4cf0-a612-3ceae62194b3,31,2024-09-19,63.29
23,32606fa8-c17d-40d8-97b2-7e491a3bcab9,98,2025-02-12,66.12
2,32606fa8-c17d-40d8-97b2-7e491a3bcab9,30,2025-08-31,68.96
24,32606fa8-c17d-40d8-97b2-7e491a3bcab9,9,2024-10-29,83.89
10,32606fa8-c17d-40d8-97b2-7e491a3bcab9,55,2024-12-04,20.73
14,32606fa8-c17d-40d8-97b2-7e491a3bcab9,48,2025-01-04,82.8
11,bda227ca-1a51-49de-8cee-b6fa43dc0f28,18,2025-02-12,49.96
15,bda227ca-1a51-49de-8cee-b6fa43dc0f28,99,2024-11-03,10.28
5,bda227ca-1a51-49de-8cee-b6fa43dc0f28,86,2024-11-24,74.86
15,bda227ca-1a51-49de-8cee-b6fa43dc0f28,60,2024-10-22,49.08
13,bda227ca-1a51-49de-8cee-b6fa43dc0f28,41,2025-03-04,21.22
32,22fa054a-cd1a-4f17-a2be-d8594d4290ed,78,2025-11-14,46.88
4,22fa054a-cd1a-4f17-a2be-d8594d4290ed,15,2025-01-17,35.18
16,22fa054a-cd1a-4f17-a2be-d8594d4290ed,9,2025-03-25,11.34
6,22fa054a-cd1a-4f17-a2be-d8594d4290ed,22,2025-09-30,17.3
20,22fa054a-cd1a-4f17-a2be-d8594d4290ed,44,2025-12-09,82.3
33,04dc9d59-f7b6-4325-8975-d52c16e69386,95,2024-12-07,97.73
17,04dc9d59-f7b6-4325-8975-d52c16e69386,92,2025-07-07,28.6
31,04dc9d59-f7b6-4325-8975-d52c16e69386,1,2025-02-23,67.94
29,04dc9d59-f7b6-4325-8975-d52c16e69386,98,2025-08-16,64.57
15,04dc9d59-f7b6-4325-8975-d52c16e69386,26,2025-07-30,31.44
12,bdeed8a2-1b28-4cef-bd0d-be19985f1a87,83,2024-12-27,50.31
27,bdeed8a2-1b28-4cef-bd0d-be19985f1a87,5,2025-07-25,62.83
4,bdeed8a2-1b28-4cef-bd0d-be19985f1a87,35,2025-09-26,37.81
27,bdeed8a2-1b28-4cef-bd0d-be19985f1a87,15,2025-03-26,87.32
9,bdeed8a2-1b28-4cef-bd0d-be19985f1a87,77,2025-06-21,23.6
33,e15aa185-b55a-446e-a0db-02973ceb2e0a,50,2024-12-18,38.65
9,e15aa185-b55a-446e-a0db-02973ceb2e0a,93,2024-09-25,32.7
18,e15aa185-b55a-446e-a0db-02973ceb2e0a,34,2024-06-14,38.86
16,e15aa185-b55a-446e-a0db-02973ceb2e0a,64,2025-04-05,68.29
29,e15aa185-b55a-446e-a0db-02973ceb2e0a,82,2025-02-28,54.12
31,99d5c296-029c-4488-bce9-072413eeec9c,11,2024-06-17,53.45
6,99d5c296-029c-4488-bce9-072413eeec9c,61,2025-05-07,46.07
15,99d5c296-029c-4488-bce9-072413eeec9c,39,2024-11-30,9.39
30,99d5c296-029c-4488-bce9-072413eeec9c,84,2025-05-24,44.61
21,99d5c296-029c-4488-bce9-072413eeec9c,44,2024-12-05,58.2
29,3a58dd71-651f-4410-a1dd-97ca7228a7ac,42,2024-07-31,75.76
21,3a58dd71-651f-4410-a1dd-97ca7228a7ac,89,2024-11-04,48.59
31,3a58dd71-651f-4410-a1dd-97ca7228a7ac,99,2024-10-22,98.8
10,3a58dd71-651f-4410-a1dd-97ca7228a7ac,67,2025-01-27,67.16
30,3a58dd71-651f-4410-a1dd-97ca7228a7ac,6,2024-12-18,45.92
33,57a9d31b-55d6-45cd-a01f-c5bbb8809330,99,2025-12-10,24.74
29,57a9d31b-55d6-45cd-a01f-c5bbb8809330,52,2025-07-15,53.6
27,57a9d31b-55d6-45cd-a01f-c5bbb8809330,76,2025-04-27,86.05
10,57a9d31b-55d6-45cd-a01f-c5bbb8809330,21,2025-07-11,83.4
20,57a9d31b-55d6-45cd-a01f-c5bbb8809330,42,2025-10-02,55.47
13,30f786d7-216c-4c34-9bfb-da3d5cbe616b,22,2024-10-30,92.42
17,30f786d7-216c-4c34-9bfb-da3d5cbe616b,33,2024-09-14,46.02
23,30f786d7-216c-4c34-9bfb-da3d5cbe616b,16,2024-11-28,18.03
3,30f786d7-216c-4c34-9bfb-da3d5cbe616b,96,2025-01-24,23.72
3,30f786d7-216c-4c34-9bfb-da3d5cbe616b,99,2025-04-09,61.77
22,59dca95f-d696-4e70-9ecf-08481dca53e1,45,2025-08-16,98.21
15,59dca95f-d696-4e70-9ecf-08481dca53e1,42,2024-12-21,30.43
13,59dca95f-d696-4e70-9ecf-08481dca53e1,86,2025-05-15,26.48
29,59dca95f-d696-4e70-9ecf-08481dca53e1,59,2025-10-13,5.54
16,59dca95f-d696-4e70-9ecf-08481dca53e1,69,2025-05-01,50.07
25,159b886e-6f74-4557-be2f-a40c7f0a42d5,5,2025-10-10,50.16
25,159b886e-6f74-4557-be2f-a40c7f0a42d5,9,2025-12-29,87.21
1,159b886e-6f74-4557-be2f-a40c7f0a42d5,49,2025-11-30,68.49
