sales_id,product_id,quantity,price_paid
10,23,10,1481.2
10,24,11,558.73
10,26,3,87.72
10,28,5,378.09
10,30,2,200.44
11,18,8,68.88
11,23,9,657.4499999999999
11,29,9,368.28000000000003
11,32,1,10.84
12,8,8,240.72
12,11,10,677.2
12,12,4,374.76
12,13,5,325.09999999999997
12,18,5,864.55
13,1,1,158.91
13,3,7,1009.3299999999999
13,9,5,731.55
13,10,1,173.24
13,12,9,95.31
13,16,4,418.92
13,17,1,6.67
13,19,10,921.84
13,21,19,1160.6
13,22,8,281.84
13,23,6,81.36
13,24,6,980.3399999999999
13,31,1,117.02
13,32,4,431.98
13,33,4,157.41
14,1,6,35.22
14,4,8,214.32
14,22,6,199.92000000000002
14,26,4,59.04
14,27,1,85.84
15,1,8,773.04
15,2,9,1028.3400000000001
15,3,5,20.150000000000002
15,5,11,160.31
15,7,2,7.86
15,8,1,18.35
15,9,4,121.2
15,11,9,864.6600000000001
15,26,3,437.97
15,28,4,550.88
15,30,9,1315.44
15,31,1,13.88
15,32,14,1310.48
15,33,18,2097.12
16,9,8,313.86
16,11,5,431.4
16,12,5,648.1999999999999
16,14,3,306.36
16,15,7,376.03999999999996
16,22,9,836.46
16,23,1,19.73
16,26,13,1519.6100000000001
16,27,7,707.91
16,29,9,257.49
16,32,9,685.37
17,10,4,354.92
17,12,8,162.32
17,15,8,787.82
17,17,2,202.42
17,20,3,88.71000000000001
17,25,10,1484.9
18,6,6,966.1800000000001
18,17,6,1076.82
18,19,10,169.3
19,1,9,118.71
19,5,8,1103.12
19,11,10,91.30000000000001
19,12,7,1122.8
19,13,2,9.16
19,15,7,953.96
19,17,1,181.06
19,18,1,63.91
19,21,3,383.15999999999997
19,23,11,1139.3799999999999
19,25,4,663.8
19,28,6,10.5
19,29,19,1993.49
20,2,7,474.59999999999997
20,5,2,199.06
21,11,8,913.12
21,16,12,20.490000000000002
21,23,9,685.53
21,24,7,419.65000000000003
21,25,1,42.39
22,1,6,556.38
22,2,5,390.20000000000005
22,4,9,1013.76
22,14,9,117.93
22,16,9,1128.29
22,17,1,113.38
22,21,7,254.17000000000002
22,22,5,115.0
22,25,6,901.3799999999999
22,26,1,96.2
22,27,7,437.99
22,32,1,77.38
22,33,15,1141.6100000000001
23,2,2,248.06
23,4,9,842.29
23,17,10,146.1
23,24,7,243.32
23,30,10,986.7
24,6,1,34.61
24,12,8,1099.2
24,15,15,735.1200000000001
24,18,2,144.68
24,19,11,1447.45
24,20,4,411.08
24,22,5,392.02
24,24,3,59.58
24,25,2,123.2
24,27,5,146.3
24,28,9,815.76
24,31,1,156.25
24,32,3,60.63
25,5,1,99.82
25,6,5,619.7
25,8,2,5.86
25,11,5,216.9
25,12,3,42.03
25,13,1,17.86
25,19,14,428.12
25,24,3,314.21999999999997
25,26,9,530.28
25,27,7,681.81
25,28,6,387.55
25,30,8,554.64
25,31,13,823.31
25,33,10,1124.5
26,2,1,59.85
26,6,1,52.45
26,9,9,631.4399999999999
26,25,14,760.08
26,29,1,73.36
26,30,6,920.6999999999999
27,2,10,986.4
27,5,8,151.92
27,7,7,796.39
27,13,7,915.3900000000001
27,15,6,891.5999999999999
27,17,6,746.28
27,20,1,138.09
27,21,8,1192.32
27,23,9,447.74
27,25,1,139.47
27,28,8,805.9300000000001
27,33,11,764.4999999999999
28,3,2,309.0
28,6,8,365.52
28,11,1,92.05
28,12,2,115.6
28,13,5,391.85
28,14,9,99.09
28,29,4,163.8
28,31,16,1144.96
29,5,2,179.56
29,7,23,2440.38
29,8,2,185.44
29,9,9,354.59999999999997
29,11,10,1411.6999999999998
29,13,8,1164.16
29,17,9,316.43999999999994
29,18,9,1186.7400000000002
29,21,18,1134.78
29,22,4,597.68
29,23,10,1196.8000000000002
29,27,1,24.94
29,29,9,1067.94
29,30,6,573.66
30,4,8,949.81
30,5,6,448.93
30,6,5,795.99
30,14,9,635.19
30,18,4,415.64
30,20,9,819.99
30,22,8,192.8
30,26,10,580.6
30,28,10,637.4
30,29,8,132.0
30,30,6,443.09999999999997
30,31,6,791.04
30,33,7,534.1
31,26,7,912.38
31,29,10,1087.3
31,32,1,35.35
32,4,8,120.24
32,7,8,943.36
32,10,4,205.4
32,14,9,616.41
32,17,20,1837.9
32,20,4,308.0
32,24,4,109.2
32,25,10,565.5
32,26,6,709.14
32,29,2,30.36
33,1,9,340.86
33,3,8,77.2
33,5,3,45.72
33,6,10,641.8000000000001
33,12,3,228.89999999999998
33,15,1,28.52
33,19,4,51.04
33,32,9,519.5699999999999
34,4,1,122.18
34,12,16,965.03
34,15,6,887.22
34,19,6,938.52
34,27,2,220.46
34,28,2,160.46
34,31,2,241.48
35,3,3,116.58
35,20,6,381.71999999999997
36,9,6,618.96
36,11,10,344.3
36,12,9,765.99
36,15,6,969.54
36,21,17,846.9
36,23,5,425.15
36,30,4,500.12
36,32,10,158.5
37,5,8,702.35
37,8,7,950.6000000000001
37,14,8,1202.2
37,17,7,458.08
37,20,7,241.99
37,21,8,370.48
37,24,8,212.26
37,26,1,142.54
37,27,10,1578.0
37,30,4,43.12
37,32,13,1093.23
38,2,3,331.38
38,3,2,148.22
38,9,12,862.48
38,10,5,608.4000000000001
38,11,1,140.82
38,12,10,407.70000000000005
38,16,2,173.92
38,17,1,127.69
38,18,7,992.99
38,21,3,429.65999999999997
38,27,4,389.76
38,31,6,995.0999999999999
38,33,7,1154.93
39,1,10,1527.3
39,2,4,272.76
39,13,10,54.800000000000004
39,19,2,253.36
39,20,14,1319.4299999999998
39,27,4,204.64
39,28,2,145.88
40,5,6,894.3000000000001
40,7,3,539.4300000000001
40,8,3,226.82999999999998
40,13,9,460.98
40,14,9,1178.28
40,15,7,947.03
40,16,5,519.6500000000001
40,17,8,227.2
40,22,4,201.44
40,24,8,495.04
40,26,11,696.77
41,2,12,1051.8600000000001
41,3,8,534.56
41,6,3,369.48
41,7,8,720.96
41,8,4,479.32
41,12,6,404.15999999999997
41,23,9,916.1999999999999
41,24,8,1021.76
41,28,6,82.44
41,33,6,602.34
42,9,10,1300.6999999999998
42,12,3,404.76
42,17,9,1413.6299999999999
42,18,3,457.47
42,19,12,415.32
42,21,8,987.44
42,24,3,306.03000000000003
42,25,5,644.35
42,28,1,163.23
42,29,3,519.97
42,31,1,75.79
42,32,1,97.73
43,8,3,294.75
43,11,4,3.16
43,19,2,81.34
43,25,1,108.57
43,32,8,117.68
43,33,12,675.75
44,10,3,98.39999999999999
44,21,11,352.28
44,33,7,828.31
45,1,5,651.3
45,2,8,845.76
45,3,3,407.25
45,9,10,1545.5
45,17,5,518.3
45,22,9,1111.5900000000001
45,29,5,255.10000000000002
45,30,7,639.38
45,31,4,317.44
46,2,4,457.36
46,12,10,1145.6999999999998
46,13,8,1207.28
46,14,10,778.8
46,22,13,1199.37
46,23,8,692.24
46,28,7,1022.49
46,29,1,95.47
47,8,12,428.93
47,12,9,1282.4499999999998
47,16,3,305.90999999999997
47,17,2,107.4
47,18,7,821.87
47,19,4,85.08
47,23,18,1496.36
47,26,2,238.86
47,28,9,884.43
47,31,9,141.39000000000001
47,32,7,225.96
47,33,3,462.84000000000003
48,2,8,837.52
48,7,9,769.23
48,8,1,100.61
48,11,10,481.70000000000005
48,17,7,891.1700000000001
48,18,14,788.44
48,21,1,110.27
48,22,6,837.28
48,23,6,713.58
48,25,5,206.14
48,28,8,1037.12
48,29,5,236.75
48,30,2,250.78
48,32,14,951.28
49,9,8,116.58
49,17,5,523.55
49,24,4,331.52
49,30,4,103.2
50,1,9,1373.04
50,2,9,486.71999999999997
50,3,12,907.58
50,5,1,23.34
50,7,1,6.08
50,10,2,209.88
50,20,1,117.95
50,22,11,504.42999999999995
50,32,10,424.3
51,3,2,34.92
51,8,10,938.6
51,9,3,274.26
51,15,3,272.4
51,16,4,651.2
51,17,9,988.29
51,19,3,415.32
51,20,8,281.76
51,21,6,649.6800000000001
51,22,29,2532.69
51,26,8,823.2
51,27,5,449.45
51,29,6,287.1
52,1,7,517.23
52,3,6,636.48
52,9,6,1070.6399999999999
52,10,19,1789.8500000000001
52,12,13,1810.9699999999998
52,13,5,614.55
52,16,9,501.3
52,18,11,813.34
52,19,10,1432.6
52,20,7,87.08
52,29,5,411.82
52,30,7,350.43
52,31,1,105.77
53,2,11,408.8
53,7,10,758.6
53,8,7,325.92
53,9,5,481.85
53,10,6,376.14
53,13,5,113.55000000000001
53,14,8,1254.4
53,18,3,418.43999999999994
53,20,8,86.32
53,23,3,288.0
53,27,6,1045.92
53,28,2,256.44
53,29,11,883.96
53,32,7,778.4699999999999
54,13,14,124.32000000000002
54,14,9,1014.03
54,26,1,41.15
54,28,8,923.12
54,31,10,1510.5
55,3,6,563.0999999999999
55,13,4,476.09000000000003
55,14,6,353.34000000000003
55,15,7,6.58
55,16,3,442.38
55,17,10,848.28
55,22,9,609.1200000000001
55,24,9,399.87
55,25,9,157.85999999999999
55,26,7,213.99
55,29,4,211.2
55,31,7,375.2
56,2,1,83.05
56,4,7,530.15
56,6,5,352.84999999999997
56,7,6,518.8199999999999
56,9,4,97.36
56,11,6,378.71999999999997
56,12,6,598.5
56,16,3,450.41999999999996
56,20,3,290.79
56,22,8,494.48
56,24,8,1039.68
56,33,11,106.26
57,3,5,712.55
57,8,7,489.86
57,9,5,661.55
57,10,1,56.59
57,18,2,37.46
57,22,10,464.5
57,27,9,915.3000000000001
57,29,7,843.29
57,30,9,1679.31
57,32,4,86.56
58,1,2,191.18
58,3,2,177.36
58,4,9,1042.3799999999999
58,5,2,196.16
58,8,10,1055.6
58,13,6,471.84000000000003
58,16,1,113.88
58,17,2,137.1
58,18,13,1557.98
58,23,16,2107.04
58,24,4,288.24
58,25,9,864.8100000000001
58,26,7,496.51000000000005
58,27,8,580.64
58,29,1,7.13
58,30,2,279.06
58,31,9,727.92
59,3,5,222.64
59,5,7,168.42
59,9,4,192.4
59,14,3,265.40999999999997
59,17,3,72.44999999999999
59,21,4,18.04
59,22,5,609.55
59,24,6,303.78000000000003
59,30,1,48.83
60,4,8,520.8
60,6,5,439.15
60,8,1,31.93
60,12,10,496.0
60,15,10,559.15
60,23,1,81.45
60,26,6,318.36
60,29,7,109.48
60,30,1,61.71
61,4,2,88.88
61,17,6,1014.96
61,21,7,146.65
61,26,6,58.019999999999996
61,27,7,911.1899999999999
61,33,4,489.64
62,2,19,2540.14
62,7,10,1096.6
62,9,10,1083.8
62,10,5,71.8
62,12,6,43.74
62,13,6,355.26
62,14,2,236.36
62,16,6,653.28
62,22,7,369.25
62,23,9,1044.72
62,26,2,111.92
62,27,19,1944.4899999999998
62,30,6,350.12
62,32,6,108.96000000000001
63,4,4,125.44
63,7,12,688.8
63,11,5,37.95
63,22,1,107.73
63,25,20,1443.65
63,31,3,129.32999999999998
63,32,6,770.58
64,2,10,220.39999999999998
64,3,20,1079.3
64,4,1,119.55
64,5,10,315.7
64,12,9,904.59
64,14,4,575.12
64,15,7,644.1999999999999
64,24,4,496.24
64,25,9,1497.2400000000002
64,26,20,1221.4
64,28,2,173.76
65,3,1,165.02
65,9,10,169.7
65,13,18,1817.44
65,18,3,32.76
65,20,6,503.82
65,21,4,187.72
65,23,21,1454.6399999999999
65,26,8,252.88
65,27,14,643.26
65,28,2,217.02
65,29,4,317.32
65,31,7,633.5
65,32,18,1598.92
65,33,7,770.0
66,3,10,1117.0
66,5,9,245.07
66,6,1,78.04
66,16,5,453.15
66,17,3,419.22
66,19,9,324.18
66,24,5,444.35
66,26,4,460.52
66,29,2,94.04
67,1,7,105.63
67,7,5,19.85
67,11,2,183.48
67,17,8,883.2
67,18,6,668.28
67,27,3,286.77
67,30,3,148.59
68,1,9,1366.02
68,3,2,59.64
68,10,3,17.07
68,19,3,407.54999999999995
68,25,4,190.84
68,27,2,4.96
68,29,6,508.68
68,30,9,1107.45
69,15,9,1424.7
69,17,9,213.39000000000001
69,19,8,617.76
69,28,9,633.51
69,32,3,335.52
69,33,1,5.66
70,1,5,735.5500000000001
70,9,7,529.48
70,12,3,47.79
70,13,10,1111.9
70,18,7,76.64999999999999
70,19,9,765.76
70,20,6,421.98
70,25,16,1786.2799999999997
70,28,5,217.2
71,1,8,502.16
71,2,15,1169.4
71,9,12,2194.17
71,11,1,5.73
71,14,3,313.68
71,21,2,49.58
71,24,10,815.6999999999999
71,25,10,239.3
71,26,4,255.68
71,27,15,1287.2
71,33,4,247.56
72,5,5,164.54999999999998
72,6,8,1006.8
72,8,3,476.64
72,12,9,1383.93
72,22,7,578.56
72,26,4,164.8
72,33,7,1268.3999999999999
73,6,9,1115.82
73,12,6,316.62
73,13,8,87.44
73,23,2,165.64
73,31,17,2577.54
73,33,9,1181.8799999999999
74,1,2,305.96
74,2,10,561.0
74,6,4,193.28
74,20,8,499.6
74,29,3,277.59000000000003
75,3,5,77.1
75,5,2,54.8
75,6,16,1489.54
75,7,8,674.0
75,8,7,926.38
75,13,12,1114.68
75,17,7,859.81
75,19,7,87.36
75,20,10,494.4
75,22,6,1095.1200000000001
75,26,6,290.15000000000003
75,28,5,293.85
75,29,6,524.34
75,30,5,691.9499999999999
75,33,4,394.8
76,9,8,125.6
76,11,8,1288.88
76,14,8,799.04
76,20,2,46.72
77,6,2,133.28
77,11,10,1131.3
77,12,5,158.7
77,16,7,616.91
77,18,2,193.78
77,19,11,1083.87
77,32,10,1896.8000000000002
77,33,1,80.24
78,9,8,754.0
78,28,8,546.96
79,3,10,444.7
79,4,5,528.65
79,7,7,115.5
79,8,5,178.49
79,9,13,763.0999999999999
79,14,10,473.1
79,18,10,441.3
79,22,7,865.3399999999999
79,30,10,1393.6000000000001
80,5,5,146.1
80,8,6,411.48
80,9,8,1105.52
80,10,2,200.2
80,12,5,568.5
80,20,3,445.62
80,21,2,122.58
80,27,9,216.63
80,29,6,4.38
80,31,7,938.0
81,1,6,623.58
81,3,10,522.6
81,6,4,65.56
81,16,1,75.52
81,18,9,786.15
81,19,1,145.11
81,24,9,370.98
81,25,3,161.91
81,26,2,195.82
81,30,15,1461.63
82,3,10,1137.0
82,7,5,453.01000000000005
82,8,13,182.57999999999998
82,9,3,150.66
82,11,7,435.90000000000003
82,13,10,1134.6399999999999
82,16,8,320.4
82,17,5,460.09999999999997
82,22,5,168.95
82,24,10,191.5
82,25,1,116.11
82,28,6,25.14
82,32,4,296.44
82,33,8,244.48
83,4,6,713.64
83,9,6,114.18
83,10,5,930.1
83,13,8,905.97
83,15,8,393.6
83,16,7,662.27
83,18,1,11.59
83,22,6,746.7
83,24,16,1170.34
83,27,13,836.41
83,28,5,716.1
83,29,5,599.8
84,6,4,497.16
84,10,7,387.17
84,20,5,769.35
84,26,5,380.6
84,32,9,1232.82
85,1,8,758.56
85,6,2,136.42
85,13,1,1.91
85,20,3,401.61
85,22,8,942.0
85,23,1,12.98
85,25,9,563.9399999999999
85,26,3,7.23
85,28,7,284.2
85,30,5,131.75
85,32,5,745.5
86,6,1,63.34
86,7,5,536.15
86,10,5,231.29999999999998
86,11,7,1083.18
86,12,1,112.04
86,14,5,597.5799999999999
86,15,10,532.3
86,16,4,343.72
86,26,5,532.5
86,28,10,541.0600000000001
86,29,5,23.900000000000002
86,31,13,170.16
86,33,9,76.23
87,1,4,479.68
87,4,1,20.95
87,5,9,264.33
87,6,11,239.96999999999997
87,15,6,703.3199999999999
87,20,4,500.12
87,24,9,1243.08
87,25,5,718.75
87,30,6,188.16
87,31,7,582.54
87,33,10,1149.3000000000002
88,19,8,573.44
88,31,10,1619.6000000000001
88,32,2,298.94
89,4,12,499.47
89,10,8,314.32
89,12,15,751.74
89,13,10,226.0
89,14,8,696.87
89,15,10,463.40000000000003
89,16,9,1529.0099999999998
89,18,2,159.24
89,20,4,236.68
89,22,10,180.39999999999998
89,23,6,486.78
89,26,1,31.23
89,30,5,596.05
89,31,8,601.52
89,32,10,1160.5
89,33,8,179.68
90,4,6,464.2
90,6,9,1105.74
90,9,3,287.43
90,12,4,462.4
90,14,3,456.41999999999996
90,18,1,71.19
90,19,7,704.14
90,22,4,543.64
90,25,9,624.0600000000001
90,28,11,1283.44
90,29,13,671.1
91,1,9,499.14
91,2,5,910.4000000000001
91,8,9,1007.01
91,10,10,1589.1999999999998
91,18,4,653.88
91,20,10,1216.7
91,27,9,569.97
91,28,19,1424.71
91,30,10,967.4
91,31,3,335.43
91,32,2,200.62
91,33,8,485.2
92,2,6,1064.46
92,5,5,547.95
92,6,4,164.28
92,7,3,281.28000000000003
92,9,7,1212.01
92,12,16,2506.38
92,17,2,167.68
92,29,10,983.9
93,4,9,1239.84
93,5,10,946.37
93,18,7,676.69
93,20,1,94.34
93,21,1,92.26
94,2,9,75.96
94,3,6,719.28
94,11,9,107.46
94,13,9,754.1999999999999
94,15,8,15.84
94,17,9,1188.45
94,19,10,349.74
94,21,2,212.22
94,24,4,511.4
94,30,4,275.24
94,31,5,16.45
95,14,1,113.89
95,26,8,1177.68
96,2,5,590.75
96,8,9,1019.79
96,12,9,460.08
96,14,1,36.94
96,15,1,104.74
96,18,7,1294.37
96,20,7,519.0500000000001
96,23,17,2207.99
96,25,4,181.28
96,28,9,524.16
96,30,8,923.22
96,31,12,1596.1799999999998
97,1,5,282.65
97,10,3,363.69
97,24,10,1183.0
97,26,5,588.05
98,1,8,745.3700000000001
98,4,4,244.16
98,6,1,80.21
98,9,10,573.2
98,10,10,1038.5
98,11,8,283.52
98,13,10,1014.0999999999999
98,16,6,691.86
98,18,7,801.85
98,22,4,17.8
98,24,6,863.76
98,29,10,757.54
98,30,6,723.84
98,31,1,32.73
99,2,17,2275.18
99,5,3,86.69999999999999
99,6,5,512.2
99,9,5,78.05
99,14,10,974.0999999999999
99,21,2,248.14
99,26,8,58.32
99,27,7,410.97
99,28,9,466.2
99,32,7,465.01000000000005
100,2,2,177.28
100,3,10,957.2
100,8,2,302.02
100,14,4,15.6
100,18,6,580.6800000000001
100,23,7,956.34
100,28,6,438.84000000000003
100,33,5,43.9
101,4,10,1409.1999999999998
101,9,4,39.96
101,11,5,553.55
101,16,9,1138.05
101,23,7,406.26
101,25,2,118.02
101,27,6,172.85999999999999
101,33,8,123.6
102,5,10,979.4
102,13,7,1032.57
102,14,1,19.5
102,17,2,277.1
102,19,5,763.0500000000001
102,20,5,564.9499999999999
102,22,1,51.01
102,23,10,334.0
102,25,12,1328.56
102,26,3,163.56
102,32,9,364.23
102,33,1,86.97
103,2,7,525.0
103,5,4,466.36
103,10,8,961.44
103,13,16,1472.22
103,14,12,976.52
103,15,4,596.28
103,17,10,342.70000000000005
103,23,4,483.36
103,24,4,482.72
103,26,3,529.14
103,28,6,146.39999999999998
103,30,4,231.76
103,31,15,698.36
103,32,2,72.78
104,3,6,187.62
104,10,9,216.86
104,24,4,518.28
105,3,8,213.2
105,4,9,355.11
105,9,10,375.4
105,11,3,322.07000000000005
105,15,1,75.72
105,17,9,786.72
105,18,6,748.62
105,25,5,219.54999999999998
105,26,2,181.08
105,27,9,641.46
105,28,4,533.68
105,30,7,144.32000000000002
105,32,7,645.09
106,2,7,444.22
106,3,6,70.38
106,4,8,644.0
106,8,11,1291.5000000000002
106,11,14,1427.23
106,12,20,1654.08
106,13,13,901.44
106,17,8,611.76
106,18,5,459.5
106,22,10,1480.1
106,29,4,11.56
106,30,3,375.99
107,1,10,371.1
107,2,14,1341.8600000000001
107,5,9,228.24
107,7,8,505.6
107,8,18,903.6
107,9,10,821.5999999999999
107,11,3,15.72
107,15,10,895.1
107,16,10,1694.0
107,18,3,144.72
107,21,4,593.88
107,26,9,348.48
107,27,7,201.74
107,29,9,1659.78
107,30,4,396.72
107,32,3,90.44999999999999
107,33,10,798.8
108,1,12,523.12
108,2,3,326.64
108,4,7,1093.26
108,13,1,18.91
108,18,1,41.39
108,19,10,1406.9
108,20,17,1942.71
108,22,18,555.27
108,23,5,659.0
108,25,8,185.68
108,27,8,1111.92
109,1,10,1685.71
109,4,6,529.08
109,13,6,202.12
109,15,20,880.76
109,17,10,828.1999999999999
109,18,4,236.16
109,20,10,255.5
109,21,6,423.72
109,23,2,230.12
109,24,8,530.96
109,25,9,394.86
109,28,4,527.52
109,29,8,594.32
109,31,3,304.71
110,1,5,875.15
110,5,5,162.89999999999998
110,8,8,906.72
110,17,4,159.4
110,19,9,635.1299999999999
110,21,10,330.5
110,27,2,118.54
111,2,7,795.84
111,4,1,69.8
111,6,4,338.12
111,7,10,779.7
111,8,1,141.66
111,9,3,359.28000000000003
111,15,1,17.74
111,19,1,9.82
111,20,2,324.5
111,23,2,313.86
111,24,3,128.13
111,25,8,691.6
111,31,2,5.4
111,32,16,1300.18
111,33,2,239.0
112,1,5,230.85000000000002
112,4,6,582.1800000000001
112,7,4,497.04
112,8,9,231.60000000000002
112,9,9,343.98
112,10,2,317.72
112,11,19,1336.5700000000002
112,14,9,381.06000000000006
112,20,10,197.3
112,23,2,158.82
112,30,24,1514.73
112,32,5,243.2
112,33,3,224.01
113,3,1,82.01
113,6,1,177.17
113,8,16,1338.4
113,14,5,341.70000000000005
113,21,4,148.56
113,25,1,67.6
113,27,6,513.78
114,1,6,232.38
114,3,7,186.76
114,5,8,1025.68
114,7,8,28.56
114,9,6,661.92
114,10,6,50.519999999999996
114,11,9,415.8
114,13,5,760.15
114,17,6,788.76
114,18,10,734.4
114,24,6,1124.04
114,25,10,1161.0
114,26,6,134.64000000000001
114,33,1,49.04
115,4,11,1740.4199999999998
115,9,7,427.0
115,19,7,1174.67
115,26,8,447.04
115,28,9,1059.93
116,5,4,137.92
116,9,10,1062.0
116,10,29,1671.02
116,12,7,290.92
116,15,8,32.88
116,31,10,600.3199999999999
117,15,1,25.03
117,18,6,393.78
117,26,6,235.92000000000002
117,27,7,76.58
118,1,3,17.31
118,5,1,188.28
118,14,1,152.52
118,16,9,218.70000000000002
118,17,2,155.72
118,29,3,475.16999999999996
118,32,13,1430.25
119,3,9,225.27
119,4,4,427.0
119,6,3,256.89
119,12,6,527.88
119,14,9,1038.51
119,19,7,1178.52
119,28,13,826.4599999999999
119,31,5,896.25
119,32,6,162.60000000000002
120,4,6,169.85999999999999
120,11,4,313.04
120,13,5,551.25
120,14,13,1310.34
120,15,8,1096.4
120,17,1,47.91
120,31,3,44.79
120,33,1,83.71
121,1,6,116.82
121,3,8,416.16
121,5,8,515.68
121,20,1,71.41
121,23,2,122.16
121,29,6,950.94
122,5,10,832.6
122,6,4,635.88
122,7,10,539.5
122,10,1,86.63
122,15,8,285.44
122,20,7,780.74
122,24,6,555.24
122,25,4,546.08
122,31,5,426.55
123,18,7,135.59
123,33,10,925.0
124,5,6,784.1999999999999
124,6,2,156.5
124,8,8,1284.56
124,10,6,50.22
124,12,3,496.32
124,15,10,242.89999999999998
124,16,15,1237.68
124,17,9,706.86
124,18,3,394.95000000000005
124,19,1,165.55
124,20,2,154.36
124,23,3,284.19
124,32,6,615.54
125,1,8,16.56
125,2,10,216.51999999999998
125,3,1,98.55
125,14,2,265.94
125,17,1,145.68
125,18,5,487.04999999999995
125,19,5,760.5
125,21,6,712.08
125,22,26,871.1300000000001
125,27,6,1033.26
125,28,4,24.52
125,31,3,108.03
125,32,9,1150.3799999999999
126,13,21,1613.25
126,15,8,607.52
126,17,18,2191.7799999999997
126,18,6,590.94
126,20,6,738.3900000000001
126,22,10,366.78
126,23,10,343.7
126,32,6,699.3
126,33,8,958.72
127,1,9,1278.72
127,2,8,808.56
127,3,20,2731.24
127,7,9,52.83
127,8,7,788.41
127,11,12,657.49
127,13,1,59.55
127,17,10,1107.3999999999999
127,18,2,122.48
127,23,1,10.41
127,26,6,880.98
127,29,13,1583.37
127,32,5,320.20000000000005
127,33,6,713.34
128,6,7,987.7700000000001
128,18,6,346.98
128,20,1,33.82
128,21,14,2052.56
128,22,7,371.56
128,23,8,940.8
128,24,2,50.12
128,28,5,679.5
128,29,2,152.04
128,30,4,358.56
128,31,8,435.2
129,5,1,120.0
129,6,8,1440.32
129,7,4,219.4
129,8,9,822.8700000000001
129,11,10,662.8
129,12,7,96.18
129,13,16,1320.84
129,16,1,152.82
129,20,5,631.97
129,21,8,525.5500000000001
129,23,9,999.4499999999999
129,27,2,59.1
129,28,2,222.6
129,30,4,519.56
129,31,2,313.78
129,32,4,606.92
130,2,8,801.6
130,9,3,286.32
130,11,8,628.56
130,13,9,14.22
130,18,4,144.88
130,21,8,1410.32
130,23,21,2292.2999999999997
130,31,11,1404.3700000000001
131,5,15,1010.5799999999999
131,6,2,165.46
131,10,25,2606.41
131,11,4,108.88
131,15,8,874.0
131,16,8,853.44
131,18,2,71.98
131,19,10,1164.8
131,24,3,143.07
131,25,11,562.0799999999999
131,26,11,1491.26
131,29,4,57.919999999999995
131,31,4,194.2
132,1,3,48.06
132,10,4,348.16
132,13,1,21.66
132,16,3,322.83
132,20,3,116.25
132,22,7,932.12
132,23,10,443.6
132,24,17,1173.65
132,26,8,1082.8
133,8,3,248.28000000000003
133,15,9,1087.44
133,17,10,923.1
133,26,4,449.56
133,28,10,1125.9
133,29,3,222.81
133,33,5,326.4
134,3,8,1025.36
134,5,9,882.27
134,6,7,991.8999999999999
134,7,8,1007.84
134,10,5,752.4
134,12,10,242.2
134,14,5,665.15
134,15,5,303.0
134,22,10,955.3
134,23,5,680.48
134,31,8,448.48
134,32,6,35.76
135,12,1,19.52
135,15,10,592.6
135,20,6,82.14
135,24,1,7.05
136,2,9,955.89
136,3,1,139.47
136,9,3,506.84999999999997
136,16,16,1399.18
136,17,6,60.78
136,24,8,872.24
136,27,8,697.84
136,28,8,750.32
136,30,9,604.35
137,4,10,994.0999999999999
137,5,7,195.72
137,8,4,110.19999999999999
137,10,10,734.0500000000001
137,11,8,646.32
